bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
336429,218703,2011-09-13,House,"On Passage",365,54,12,0,431
336440,220212,2011-07-29,House,"On Motion to Suspend the Rules and Pass",420,0,12,0,432
336457,219397,2011-09-20,House,"On Motion to Suspend the Rules and Pass",398,18,17,0,433
336680,219324,2011-06-22,House,"On Question of Consideration of the Resolution",215,189,27,0,431
336680,219325,2011-06-22,House,"On Ordering the Previous Question",230,184,17,0,431
336680,219326,2011-06-22,House,"On Agreeing to the Resolution",239,186,6,0,431
337145,219801,2011-06-23,House,"On Ordering the Previous Question",247,168,16,0,431
337145,219802,2011-06-23,House,"On Agreeing to the Resolution",251,173,7,0,431
337149,219914,2011-06-24,House,"On Passage",123,295,13,0,431
337301,220185,2011-07-29,House,"On Motion to Suspend the Rules and Pass",418,1,13,0,432
337350,221423,2011-10-06,House,"On Agreeing to the Amendment",167,243,23,0,433
337350,221424,2011-10-06,House,"On Agreeing to the Amendment",156,242,35,0,433
337350,221425,2011-10-06,House,"On Agreeing to the Amendment",151,255,27,0,433
337350,221426,2011-10-06,House,"On Agreeing to the Amendment",153,254,26,0,433
337350,221427,2011-10-06,House,"On Agreeing to the Amendment",147,251,35,0,433
337350,221428,2011-10-11,House,"On Agreeing to the Amendment",164,254,15,0,433
337350,221429,2011-10-11,House,"On Agreeing to the Amendment",168,250,15,0,433
337350,221430,2011-10-11,House,"On Agreeing to the Amendment",166,252,15,0,433
337350,221431,2011-10-11,House,"On Agreeing to the Amendment",157,260,16,0,433
337350,221432,2011-10-11,House,"On Agreeing to the Amendment",169,249,15,0,433
337350,221433,2011-10-11,House,"On Agreeing to the Amendment",154,261,18,0,433
337350,221434,2011-10-11,House,"On Agreeing to the Amendment",169,249,15,0,433
337350,221435,2011-10-11,House,"On Agreeing to the Amendment",156,262,15,0,433
337350,221436,2011-10-13,House,"On Agreeing to the Amendment",174,250,9,0,433
337350,221437,2011-10-13,House,"On Motion to Recommit with Instructions",170,246,17,0,433
337350,221438,2011-10-13,House,"On Passage",275,142,16,0,433
337361,220084,2011-06-24,House,"On Passage",180,238,13,0,431
337375,219971,2011-06-24,House,"On Agreeing to the Resolution",240,167,24,0,431
337429,219128,2011-10-14,House,"On Agreeing to the Amendment",171,236,26,0,433
337429,219129,2011-10-14,House,"On Agreeing to the Amendment",173,231,29,0,433
337429,219130,2011-10-14,House,"On Agreeing to the Amendment",185,223,25,0,433
337429,219131,2011-10-14,House,"On Agreeing to the Amendment",164,241,28,0,433
337429,219132,2011-10-14,House,"On Agreeing to the Amendment",174,235,24,0,433
337429,219133,2011-10-14,House,"On Motion to Recommit with Instructions",172,238,23,0,433
337429,219134,2011-10-14,House,"On Passage",267,144,22,0,433
337437,216367,2011-11-10,Senate,"On the Cloture Motion H.R. 2354",81,14,5,0,100
337437,220374,2011-07-11,House,"On Agreeing to the Amendment",162,246,23,0,431
337437,220375,2011-07-11,House,"On Agreeing to the Amendment",216,190,25,0,431
337437,220376,2011-07-11,House,"On Agreeing to the Amendment",241,168,22,0,431
337437,220377,2011-07-11,House,"On Agreeing to the Amendment",218,191,22,0,431
337437,220378,2011-07-11,House,"On Agreeing to the Amendment",96,313,22,0,431
337437,220379,2011-07-12,House,"On Agreeing to the Amendment",224,196,11,0,431
337437,220380,2011-07-12,House,"On Agreeing to the Amendment",170,250,11,0,431
337437,220381,2011-07-12,House,"On Agreeing to the Amendment",154,266,11,0,431
337437,220382,2011-07-12,House,"On Agreeing to the Amendment",164,259,8,0,431
337437,220383,2011-07-12,House,"On Agreeing to the Amendment",173,249,9,0,431
337437,220384,2011-07-12,House,"On Agreeing to the Amendment",179,244,8,0,431
337437,220385,2011-07-12,House,"On Agreeing to the Amendment",131,292,8,0,431
337437,220386,2011-07-12,House,"On Agreeing to the Amendment",123,300,8,0,431
337437,220387,2011-07-12,House,"On Agreeing to the Amendment",127,296,8,0,431
337437,220388,2011-07-12,House,"On Agreeing to the Amendment",149,273,9,0,431
337437,220389,2011-07-12,House,"On Agreeing to the Amendment",149,274,8,0,431
337437,220390,2011-07-12,House,"On Agreeing to the Amendment",196,228,7,0,431
337437,220391,2011-07-12,House,"On Agreeing to the Amendment",119,305,7,0,431
337437,220392,2011-07-12,House,"On Agreeing to the Amendment",167,257,7,0,431
337437,220393,2011-07-12,House,"On Agreeing to the Amendment",145,276,10,0,431
337437,220394,2011-07-14,House,"On Agreeing to the Amendment",168,257,6,0,431
337437,220395,2011-07-14,House,"On Agreeing to the Amendment",261,162,8,0,431
337437,220396,2011-07-14,House,"On Agreeing to the Amendment",164,261,6,0,431
337437,220397,2011-07-14,House,"On Agreeing to the Amendment",136,291,4,0,431
337437,220398,2011-07-14,House,"On Agreeing to the Amendment",99,328,4,0,431
337437,220399,2011-07-14,House,"On Agreeing to the Amendment",214,213,4,0,431
337437,220400,2011-07-14,House,"On Agreeing to the Amendment",114,309,8,0,431
337437,220401,2011-07-14,House,"On Agreeing to the Amendment",297,130,4,0,431
337437,220402,2011-07-14,House,"On Agreeing to the Amendment",187,239,5,0,431
337437,220403,2011-07-15,House,"On Agreeing to the Amendment",249,169,13,0,431
337437,220404,2011-07-15,House,"On Agreeing to the Amendment",158,264,9,0,431
337437,220405,2011-07-15,House,"On Agreeing to the Amendment",183,238,10,0,431
337437,220406,2011-07-15,House,"On Agreeing to the Amendment",212,210,9,0,431
337437,220407,2011-07-15,House,"On Agreeing to the Amendment",81,341,9,0,431
337437,220408,2011-07-15,House,"On Agreeing to the Amendment",152,269,10,0,431
337437,220409,2011-07-15,House,"On Agreeing to the Amendment",68,353,10,0,431
337437,220410,2011-07-15,House,"On Agreeing to the Amendment",271,148,12,0,431
337437,220411,2011-07-15,House,"On Agreeing to the Amendment",69,354,8,0,431
337437,220412,2011-07-15,House,"On Agreeing to the Amendment",90,332,9,0,431
337437,220413,2011-07-15,House,"On Agreeing to the Amendment",227,193,11,0,431
337437,220414,2011-07-15,House,"On Agreeing to the Amendment",129,292,10,0,431
337437,220415,2011-07-15,House,"On Agreeing to the Amendment",150,272,9,0,431
337437,220416,2011-07-15,House,"On Agreeing to the Amendment",236,185,10,0,431
337437,220417,2011-07-15,House,"On Agreeing to the Amendment",68,351,12,0,431
337437,220418,2011-07-15,House,"On Agreeing to the Amendment",181,233,17,0,431
337437,220419,2011-07-15,House,"On Motion to Recommit with Instructions",182,232,17,0,431
337437,220420,2011-07-15,House,"On Passage",219,196,16,0,431
337884,219848,2011-11-01,House,"On Motion to Suspend the Rules and Pass",406,0,27,0,433
338777,216325,2011-07-07,Senate,"On Cloture on the Motion to Proceed S. 1323",74,22,4,0,100
338777,216326,2011-07-11,Senate,"On the Motion to Proceed S. 1323",69,27,4,0,100
338777,216327,2011-07-13,Senate,"On the Cloture Motion S. 1323",51,49,0,0,100
338819,220736,2011-09-23,House,"On Agreeing to the Amendment",173,236,24,0,433
338819,220737,2011-09-23,House,"On Agreeing to the Amendment",184,229,20,0,433
338819,220738,2011-09-23,House,"On Agreeing to the Amendment",337,76,20,0,433
338819,220739,2011-09-23,House,"On Agreeing to the Amendment",195,221,17,0,433
338819,220740,2011-09-23,House,"On Agreeing to the Amendment",269,145,19,0,433
338819,220741,2011-09-23,House,"On Agreeing to the Amendment",269,150,14,0,433
338819,220742,2011-09-23,House,"On Agreeing to the Amendment",165,254,14,0,433
338819,220743,2011-09-23,House,"On Agreeing to the Amendment",186,232,15,0,433
338819,220744,2011-09-23,House,"On Agreeing to the Amendment",346,74,13,0,433
338819,220745,2011-09-23,House,"On Agreeing to the Amendment",234,188,11,0,433
338819,220746,2011-09-23,House,"On Agreeing to the Amendment",227,192,14,0,433
338819,220747,2011-09-23,House,"On Agreeing to the Amendment",181,237,15,0,433
338819,220748,2011-09-23,House,"On Motion to Recommit with Instructions",180,233,20,0,433
338819,220749,2011-09-23,House,"On Passage",249,169,15,0,433
338852,216495,2012-07-23,House,"On Motion to Suspend the Rules and Pass, as Amended",222,160,49,0,431
338852,220766,2012-07-23,House,"On Motion to Suspend the Rules and Pass, as Amended",222,160,49,0,431
338885,218924,2011-07-12,House,"On Motion to Suspend the Rules and Pass",233,193,5,0,431
338913,219641,2011-11-14,House,"On Motion to Suspend the Rules and Pass",390,0,43,0,433
338928,219656,2011-07-08,House,"On Agreeing to the Resolution",269,146,16,0,431
338995,216260,2012-04-18,House,"On Motion to Suspend the Rules and Pass, as Amended",408,4,19,0,431
338995,216261,2012-11-14,House,"On Motion to Suspend the Rules and Concur in the Senate Amendments",370,19,44,0,433
338995,220078,2012-04-18,House,"On Motion to Suspend the Rules and Pass, as Amended",408,4,19,0,431
338995,220079,2012-11-14,House,"On Motion to Suspend the Rules and Concur in the Senate Amendments",370,19,44,0,433
339009,219879,2011-10-25,House,"On Motion to Suspend the Rules and Pass",422,0,11,0,433
339013,219160,2011-10-12,House,"On Motion to Suspend the Rules and Pass, as Amended",418,6,9,0,433
339039,219343,2011-08-01,House,"On Motion to Suspend the Rules and Pass, as Amended",382,23,27,0,432
339048,221017,2011-12-06,House,"On Motion to Suspend the Rules and Pass, as Amended",303,116,14,0,433
339125,218982,2011-07-13,House,"On Agreeing to the Resolution",250,171,10,0,431
339262,220014,2011-10-26,House,"On Motion to Suspend the Rules and Pass, as Amended",416,3,14,0,433
339284,216553,2011-07-22,Senate,"On the Motion to Table H.R. 2560",51,46,3,0,100
339284,220974,2011-07-19,House,"On Motion to Recommit with Instructions",188,236,8,0,432
339284,220975,2011-07-19,House,"On Passage",234,190,8,0,432
339294,219209,2011-07-20,House,"On Motion to Recommit with Instructions",187,233,12,0,432
339294,219210,2011-07-20,House,"On Passage",243,177,12,0,432
339302,219364,2011-07-22,House,"On Agreeing to the Amendment",102,302,28,0,432
339302,219365,2011-07-22,House,"On Agreeing to the Amendment",299,112,21,0,432
339302,219366,2011-07-22,House,"On Agreeing to the Amendment",153,260,19,0,432
339302,219367,2011-07-22,House,"On Agreeing to the Amendment",218,194,20,0,432
339302,219368,2011-07-22,House,"On Agreeing to the Amendment",130,283,19,0,432
339302,219369,2011-07-22,House,"On Agreeing to the Amendment",176,235,21,0,432
339302,219370,2011-07-22,House,"On Agreeing to the Amendment",179,234,19,0,432
339302,219371,2011-07-22,House,"On Passage",252,159,21,0,432
339322,218937,2011-10-27,House,"On Passage",262,157,14,0,433
339326,216112,2012-06-19,House,"On Agreeing to the Amendment",184,236,12,0,432
339326,216113,2012-06-19,House,"On Agreeing to the Amendment",156,268,8,0,432
339326,216114,2012-06-19,House,"On Agreeing to the Amendment",177,247,8,0,432
339326,216115,2012-06-19,House,"On Motion to Recommit with Instructions",188,234,10,0,432
339326,216116,2012-06-19,House,"On Passage",232,188,12,0,432
339326,219594,2012-06-19,House,"On Agreeing to the Amendment",184,236,12,0,432
339326,219595,2012-06-19,House,"On Agreeing to the Amendment",156,268,8,0,432
339326,219596,2012-06-19,House,"On Agreeing to the Amendment",177,247,8,0,432
339326,219597,2012-06-19,House,"On Motion to Recommit with Instructions",188,234,10,0,432
339326,219598,2012-06-19,House,"On Passage",232,188,12,0,432
339333,218925,2011-07-19,House,"On Ordering the Previous Question",235,175,21,0,431
339333,218926,2011-07-19,House,"On Agreeing to the Resolution",236,177,19,0,432
339349,218659,2011-07-25,House,"On Agreeing to the Amendment",175,237,20,0,432
339349,218660,2011-07-25,House,"On Agreeing to the Amendment",126,284,22,0,432
339349,218661,2011-07-25,House,"On Agreeing to the Amendment",165,248,19,0,432
339349,218662,2011-07-25,House,"On Agreeing to the Amendment",221,192,19,0,432
339349,218663,2011-07-25,House,"On Agreeing to the Amendment",141,271,20,0,432
339349,218664,2011-07-27,House,"On Agreeing to the Amendment",173,251,8,0,432
339349,218665,2011-07-27,House,"On Agreeing to the Amendment",224,202,6,0,432
339349,218666,2011-07-27,House,"On Agreeing to the Amendment",184,238,10,0,432
339349,218667,2011-07-27,House,"On Agreeing to the Amendment",131,294,7,0,432
339349,218668,2011-07-27,House,"On Agreeing to the Amendment",137,291,4,0,432
339349,218669,2011-07-27,House,"On Agreeing to the Amendment",237,189,6,0,432
339349,218670,2011-07-27,House,"On Agreeing to the Amendment",215,213,4,0,432
339349,218671,2011-07-27,House,"On Agreeing to the Amendment",174,237,21,0,432
339349,218672,2011-07-27,House,"On Agreeing to the Amendment",174,250,8,0,432
339349,218673,2011-07-27,House,"On Agreeing to the Amendment",220,206,6,0,432
339349,218674,2011-07-27,House,"On Agreeing to the Amendment",235,191,6,0,432
339349,218675,2011-07-27,House,"On Agreeing to the Amendment",193,232,7,0,432
339349,218676,2011-07-28,House,"On Agreeing to the Amendment",114,314,4,0,432
339349,218677,2011-07-28,House,"On Agreeing to the Amendment",168,258,6,0,432
339349,218678,2011-07-28,House,"On Agreeing to the Amendment",161,263,8,0,432
339349,218679,2011-07-28,House,"On Agreeing to the Amendment",130,295,7,0,432
339349,218680,2011-07-28,House,"On Agreeing to the Amendment",198,227,7,0,432
339349,218681,2011-07-28,House,"On Agreeing to the Amendment",110,317,5,0,432
339349,218682,2011-07-28,House,"On Agreeing to the Amendment",181,240,11,0,432
339356,220946,2011-09-15,House,"On Motion to Recommit with Instructions",189,235,9,0,433
339356,220947,2011-09-15,House,"On Passage",238,186,9,0,433
339361,219582,2011-07-20,House,"On Ordering the Previous Question",239,183,10,0,432
339361,219583,2011-07-20,House,"On Agreeing to the Resolution",242,178,12,0,432
339407,219636,2011-07-21,House,"On Agreeing to the Resolution",239,172,21,0,432
339408,219689,2011-07-21,House,"On Question of Consideration of the Resolution",227,173,32,0,432
339408,219690,2011-07-21,House,"On Agreeing to the Resolution",238,177,17,0,432
339448,216028,2011-09-26,Senate,"On the Cloture Motion H.R. 2608",54,35,11,0,100
339448,217013,2011-09-23,Senate,"On the Motion to Table S.Amdt. 655 to H.R. 2608 (Continuing Appropriations Act, 2012)",59,36,5,0,100
339448,217014,2011-09-26,Senate,"On the Motion (Motion to Concur in the House Amdt. to the Senate Amdt. with an Amdt. No. 665)",79,12,9,0,100
339448,219281,2011-09-21,House,"On Motion to Concur in the Senate Amendment with an Amendment",195,230,8,0,433
339448,219282,2011-09-23,House,"On Motion to Concur in the Senate Amendment with an Amendment",219,203,11,0,433
339448,219283,2011-10-04,House,"On Concurring in Senate Amdt to House Amdt to Senate Amdt",352,66,15,0,433
339466,219871,2011-11-14,House,"On Motion to Suspend the Rules and Pass",385,0,48,0,433
339520,220266,2011-09-12,House,"On Motion to Suspend the Rules and Pass, as Amended",384,0,47,0,431
339534,218943,2011-12-01,House,"On Motion to Suspend the Rules and Agree",419,0,14,0,433
339535,220298,2011-07-25,House,"On Agreeing to the Resolution",205,131,96,0,432
339548,218844,2011-07-26,House,"On Agreeing to the Resolution",246,171,15,0,432
339596,219438,2011-09-15,House,"On Ordering the Previous Question",234,177,20,0,431
339596,219439,2011-09-15,House,"On Agreeing to the Resolution",239,176,18,0,433
339620,218624,2011-07-28,House,"On Agreeing to the Resolution",238,186,8,0,432
339623,219292,2011-09-20,House,"On Motion to Suspend the Rules and Pass, as Amended",412,3,18,0,433
339665,219430,2011-07-29,House,"On Ordering the Previous Question",237,185,10,0,432
339665,219431,2011-07-29,House,"On Agreeing to the Resolution",236,186,10,0,432
339666,219970,2011-09-07,House,"On Motion to Suspend the Rules and Agree",379,0,52,0,431
339668,219460,2011-07-30,House,"On Motion to Suspend the Rules and Pass, as Amended",173,246,13,0,432
339681,218893,2011-10-05,House,"On Agreeing to the Amendment",166,246,21,0,433
339681,218894,2011-10-05,House,"On Agreeing to the Amendment",162,251,20,0,433
339681,218895,2011-10-05,House,"On Agreeing to the Amendment",158,254,21,0,433
339681,218896,2011-10-05,House,"On Agreeing to the Amendment",175,248,10,0,433
339681,218897,2011-10-05,House,"On Agreeing to the Amendment",167,254,12,0,433
339681,218898,2011-10-05,House,"On Agreeing to the Amendment",169,254,10,0,433
339681,218899,2011-10-05,House,"On Agreeing to the Amendment",166,253,14,0,433
339681,218900,2011-10-05,House,"On Agreeing to the Amendment",162,262,9,0,433
339681,218901,2011-10-05,House,"On Agreeing to the Amendment",175,248,10,0,433
339681,218902,2011-10-05,House,"On Agreeing to the Amendment",176,248,9,0,433
339681,218903,2011-10-05,House,"On Agreeing to the Amendment",174,249,10,0,433
339681,218904,2011-10-05,House,"On Agreeing to the Amendment",167,256,10,0,433
339681,218905,2011-10-05,House,"On Agreeing to the Amendment",170,252,11,0,433
339681,218906,2011-10-06,House,"On Agreeing to the Amendment",172,248,13,0,433
339681,218907,2011-10-06,House,"On Agreeing to the Amendment",162,257,14,0,433
339681,218908,2011-10-06,House,"On Agreeing to the Amendment",165,258,10,0,433
339681,218909,2011-10-06,House,"On Motion to Recommit with Instructions",176,247,10,0,433
339681,218910,2011-10-06,House,"On Passage",262,161,10,0,433
